student_id,name,total_attempts,correct_answers,accuracy,topic_accuracy,preferred_topic,last_difficulty,next_suggested_difficulty
282,Student_282,36,27,0.75,"{'Java Basics': 0.66, 'Java OOP': 0.74, 'Java Multithreading': 0.64, 'Java Exceptions': 0.32, 'Java Collections': 0.82}",Java Exceptions,medium,hard
283,Student_283,47,12,0.26,"{'Java Basics': 0.34, 'Java OOP': 0.39, 'Java Multithreading': 0.37, 'Java Exceptions': 0.43, 'Java Collections': 0.29}",Java Multithreading,easy,easy
284,Student_284,84,18,0.21,"{'Java Basics': 0.84, 'Java OOP': 0.58, 'Java Multithreading': 0.66, 'Java Exceptions': 0.41, 'Java Collections': 0.61}",Java Basics,easy,easy
285,Student_285,43,6,0.14,"{'Java Basics': 0.48, 'Java OOP': 0.46, 'Java Multithreading': 0.78, 'Java Exceptions': 0.4, 'Java Collections': 0.38}",Java Basics,easy,easy
286,Student_286,41,20,0.49,"{'Java Basics': 0.86, 'Java OOP': 0.38, 'Java Multithreading': 0.34, 'Java Exceptions': 0.32, 'Java Collections': 0.81}",Java Exceptions,easy,medium
287,Student_287,84,63,0.75,"{'Java Basics': 0.69, 'Java OOP': 0.77, 'Java Multithreading': 0.49, 'Java Exceptions': 0.69, 'Java Collections': 0.89}",Java Collections,medium,hard
288,Student_288,37,29,0.78,"{'Java Basics': 0.29, 'Java OOP': 0.6, 'Java Multithreading': 0.4, 'Java Exceptions': 0.64, 'Java Collections': 0.63}",Java Collections,medium,hard
289,Student_289,72,16,0.22,"{'Java Basics': 0.71, 'Java OOP': 0.34, 'Java Multithreading': 0.42, 'Java Exceptions': 0.47, 'Java Collections': 0.49}",Java Multithreading,easy,easy
290,Student_290,40,38,0.95,"{'Java Basics': 0.27, 'Java OOP': 0.8, 'Java Multithreading': 0.74, 'Java Exceptions': 0.3, 'Java Collections': 0.75}",Java OOP,medium,hard
291,Student_291,100,22,0.22,"{'Java Basics': 0.81, 'Java OOP': 0.27, 'Java Multithreading': 0.24, 'Java Exceptions': 0.77, 'Java Collections': 0.26}",Java Exceptions,easy,easy
292,Student_292,45,42,0.93,"{'Java Basics': 0.48, 'Java OOP': 0.43, 'Java Multithreading': 0.89, 'Java Exceptions': 0.35, 'Java Collections': 0.89}",Java Basics,medium,hard
293,Student_293,81,27,0.33,"{'Java Basics': 0.56, 'Java OOP': 0.54, 'Java Multithreading': 0.62, 'Java Exceptions': 0.63, 'Java Collections': 0.51}",Java Multithreading,easy,easy
294,Student_294,80,56,0.7,"{'Java Basics': 0.9, 'Java OOP': 0.84, 'Java Multithreading': 0.21, 'Java Exceptions': 0.25, 'Java Collections': 0.26}",Java Collections,easy,medium
295,Student_295,44,21,0.48,"{'Java Basics': 0.56, 'Java OOP': 0.72, 'Java Multithreading': 0.36, 'Java Exceptions': 0.4, 'Java Collections': 0.75}",Java Multithreading,easy,medium
296,Student_296,83,10,0.12,"{'Java Basics': 0.85, 'Java OOP': 0.5, 'Java Multithreading': 0.35, 'Java Exceptions': 0.61, 'Java Collections': 0.21}",Java Multithreading,easy,easy
297,Student_297,98,83,0.85,"{'Java Basics': 0.7, 'Java OOP': 0.48, 'Java Multithreading': 0.69, 'Java Exceptions': 0.43, 'Java Collections': 0.31}",Java Basics,medium,hard
298,Student_298,49,18,0.37,"{'Java Basics': 0.48, 'Java OOP': 0.53, 'Java Multithreading': 0.79, 'Java Exceptions': 0.62, 'Java Collections': 0.29}",Java Multithreading,easy,easy
299,Student_299,37,27,0.73,"{'Java Basics': 0.57, 'Java OOP': 0.71, 'Java Multithreading': 0.87, 'Java Exceptions': 0.84, 'Java Collections': 0.29}",Java OOP,medium,hard
300,Student_300,77,66,0.86,"{'Java Basics': 0.49, 'Java OOP': 0.48, 'Java Multithreading': 0.31, 'Java Exceptions': 0.55, 'Java Collections': 0.66}",Java OOP,medium,hard
301,Student_301,76,54,0.71,"{'Java Basics': 0.87, 'Java OOP': 0.54, 'Java Multithreading': 0.27, 'Java Exceptions': 0.51, 'Java Collections': 0.24}",Java Multithreading,medium,hard
302,Student_302,62,26,0.42,"{'Java Basics': 0.49, 'Java OOP': 0.86, 'Java Multithreading': 0.55, 'Java Exceptions': 0.66, 'Java Collections': 0.76}",Java OOP,easy,medium
303,Student_303,94,32,0.34,"{'Java Basics': 0.34, 'Java OOP': 0.71, 'Java Multithreading': 0.39, 'Java Exceptions': 0.28, 'Java Collections': 0.34}",Java Basics,easy,easy
304,Student_304,33,15,0.45,"{'Java Basics': 0.86, 'Java OOP': 0.87, 'Java Multithreading': 0.46, 'Java Exceptions': 0.75, 'Java Collections': 0.29}",Java OOP,easy,medium
305,Student_305,40,32,0.8,"{'Java Basics': 0.48, 'Java OOP': 0.66, 'Java Multithreading': 0.57, 'Java Exceptions': 0.68, 'Java Collections': 0.28}",Java Multithreading,medium,hard
306,Student_306,84,36,0.43,"{'Java Basics': 0.24, 'Java OOP': 0.31, 'Java Multithreading': 0.42, 'Java Exceptions': 0.33, 'Java Collections': 0.53}",Java Collections,easy,medium
307,Student_307,83,33,0.4,"{'Java Basics': 0.76, 'Java OOP': 0.5, 'Java Multithreading': 0.67, 'Java Exceptions': 0.64, 'Java Collections': 0.65}",Java Basics,easy,easy
308,Student_308,42,37,0.88,"{'Java Basics': 0.49, 'Java OOP': 0.86, 'Java Multithreading': 0.74, 'Java Exceptions': 0.25, 'Java Collections': 0.46}",Java OOP,medium,hard
309,Student_309,65,62,0.95,"{'Java Basics': 0.79, 'Java OOP': 0.35, 'Java Multithreading': 0.25, 'Java Exceptions': 0.72, 'Java Collections': 0.39}",Java Multithreading,medium,hard
310,Student_310,43,18,0.42,"{'Java Basics': 0.39, 'Java OOP': 0.47, 'Java Multithreading': 0.61, 'Java Exceptions': 0.41, 'Java Collections': 0.36}",Java OOP,easy,medium
311,Student_311,99,40,0.4,"{'Java Basics': 0.21, 'Java OOP': 0.67, 'Java Multithreading': 0.4, 'Java Exceptions': 0.26, 'Java Collections': 0.57}",Java OOP,easy,easy
312,Student_312,43,14,0.33,"{'Java Basics': 0.62, 'Java OOP': 0.57, 'Java Multithreading': 0.62, 'Java Exceptions': 0.41, 'Java Collections': 0.25}",Java OOP,easy,easy
313,Student_313,47,26,0.55,"{'Java Basics': 0.66, 'Java OOP': 0.43, 'Java Multithreading': 0.56, 'Java Exceptions': 0.58, 'Java Collections': 0.78}",Java OOP,easy,medium
314,Student_314,67,53,0.79,"{'Java Basics': 0.6, 'Java OOP': 0.57, 'Java Multithreading': 0.34, 'Java Exceptions': 0.71, 'Java Collections': 0.87}",Java Basics,medium,hard
315,Student_315,62,19,0.31,"{'Java Basics': 0.34, 'Java OOP': 0.27, 'Java Multithreading': 0.73, 'Java Exceptions': 0.24, 'Java Collections': 0.51}",Java Multithreading,easy,easy
316,Student_316,94,7,0.07,"{'Java Basics': 0.58, 'Java OOP': 0.78, 'Java Multithreading': 0.58, 'Java Exceptions': 0.59, 'Java Collections': 0.33}",Java Exceptions,easy,easy
317,Student_317,81,22,0.27,"{'Java Basics': 0.23, 'Java OOP': 0.88, 'Java Multithreading': 0.77, 'Java Exceptions': 0.76, 'Java Collections': 0.83}",Java Exceptions,easy,easy
318,Student_318,48,6,0.12,"{'Java Basics': 0.41, 'Java OOP': 0.52, 'Java Multithreading': 0.31, 'Java Exceptions': 0.34, 'Java Collections': 0.44}",Java Basics,easy,easy
319,Student_319,89,61,0.69,"{'Java Basics': 0.25, 'Java OOP': 0.24, 'Java Multithreading': 0.68, 'Java Exceptions': 0.72, 'Java Collections': 0.47}",Java Collections,easy,medium
320,Student_320,32,15,0.47,"{'Java Basics': 0.84, 'Java OOP': 0.22, 'Java Multithreading': 0.8, 'Java Exceptions': 0.33, 'Java Collections': 0.22}",Java Collections,easy,medium
321,Student_321,31,24,0.77,"{'Java Basics': 0.31, 'Java OOP': 0.56, 'Java Multithreading': 0.3, 'Java Exceptions': 0.89, 'Java Collections': 0.23}",Java Exceptions,medium,hard
322,Student_322,100,79,0.79,"{'Java Basics': 0.62, 'Java OOP': 0.25, 'Java Multithreading': 0.4, 'Java Exceptions': 0.51, 'Java Collections': 0.77}",Java Multithreading,medium,hard
323,Student_323,50,18,0.36,"{'Java Basics': 0.54, 'Java OOP': 0.21, 'Java Multithreading': 0.24, 'Java Exceptions': 0.5, 'Java Collections': 0.73}",Java Collections,easy,easy
324,Student_324,29,26,0.9,"{'Java Basics': 0.25, 'Java OOP': 0.81, 'Java Multithreading': 0.47, 'Java Exceptions': 0.34, 'Java Collections': 0.29}",Java OOP,medium,hard
325,Student_325,57,41,0.72,"{'Java Basics': 0.83, 'Java OOP': 0.71, 'Java Multithreading': 0.38, 'Java Exceptions': 0.48, 'Java Collections': 0.57}",Java Multithreading,medium,hard
326,Student_326,43,12,0.28,"{'Java Basics': 0.52, 'Java OOP': 0.5, 'Java Multithreading': 0.79, 'Java Exceptions': 0.32, 'Java Collections': 0.31}",Java OOP,easy,easy
327,Student_327,97,57,0.59,"{'Java Basics': 0.85, 'Java OOP': 0.74, 'Java Multithreading': 0.52, 'Java Exceptions': 0.2, 'Java Collections': 0.39}",Java Collections,easy,medium
328,Student_328,54,51,0.94,"{'Java Basics': 0.51, 'Java OOP': 0.27, 'Java Multithreading': 0.54, 'Java Exceptions': 0.58, 'Java Collections': 0.84}",Java Exceptions,medium,hard
329,Student_329,32,24,0.75,"{'Java Basics': 0.77, 'Java OOP': 0.67, 'Java Multithreading': 0.48, 'Java Exceptions': 0.35, 'Java Collections': 0.61}",Java OOP,medium,hard
330,Student_330,59,15,0.25,"{'Java Basics': 0.32, 'Java OOP': 0.84, 'Java Multithreading': 0.41, 'Java Exceptions': 0.45, 'Java Collections': 0.25}",Java OOP,easy,easy
331,Student_331,30,14,0.47,"{'Java Basics': 0.61, 'Java OOP': 0.77, 'Java Multithreading': 0.32, 'Java Exceptions': 0.74, 'Java Collections': 0.77}",Java Exceptions,easy,medium
332,Student_332,28,25,0.89,"{'Java Basics': 0.68, 'Java OOP': 0.44, 'Java Multithreading': 0.59, 'Java Exceptions': 0.82, 'Java Collections': 0.27}",Java Collections,medium,hard
333,Student_333,55,43,0.78,"{'Java Basics': 0.59, 'Java OOP': 0.78, 'Java Multithreading': 0.23, 'Java Exceptions': 0.42, 'Java Collections': 0.78}",Java Collections,medium,hard
334,Student_334,25,24,0.96,"{'Java Basics': 0.24, 'Java OOP': 0.27, 'Java Multithreading': 0.46, 'Java Exceptions': 0.54, 'Java Collections': 0.89}",Java Exceptions,medium,hard
335,Student_335,38,26,0.68,"{'Java Basics': 0.63, 'Java OOP': 0.53, 'Java Multithreading': 0.61, 'Java Exceptions': 0.77, 'Java Collections': 0.89}",Java OOP,easy,medium
336,Student_336,93,12,0.13,"{'Java Basics': 0.3, 'Java OOP': 0.9, 'Java Multithreading': 0.22, 'Java Exceptions': 0.66, 'Java Collections': 0.21}",Java Exceptions,easy,easy
337,Student_337,99,33,0.33,"{'Java Basics': 0.24, 'Java OOP': 0.23, 'Java Multithreading': 0.68, 'Java Exceptions': 0.58, 'Java Collections': 0.51}",Java Multithreading,easy,easy
338,Student_338,39,31,0.79,"{'Java Basics': 0.54, 'Java OOP': 0.73, 'Java Multithreading': 0.27, 'Java Exceptions': 0.26, 'Java Collections': 0.38}",Java Basics,medium,hard
339,Student_339,97,45,0.46,"{'Java Basics': 0.75, 'Java OOP': 0.8, 'Java Multithreading': 0.5, 'Java Exceptions': 0.86, 'Java Collections': 0.76}",Java Collections,easy,medium
340,Student_340,90,5,0.06,"{'Java Basics': 0.59, 'Java OOP': 0.74, 'Java Multithreading': 0.57, 'Java Exceptions': 0.55, 'Java Collections': 0.66}",Java Exceptions,easy,easy
341,Student_341,50,23,0.46,"{'Java Basics': 0.69, 'Java OOP': 0.65, 'Java Multithreading': 0.39, 'Java Exceptions': 0.75, 'Java Collections': 0.31}",Java OOP,easy,medium
342,Student_342,49,48,0.98,"{'Java Basics': 0.64, 'Java OOP': 0.64, 'Java Multithreading': 0.47, 'Java Exceptions': 0.73, 'Java Collections': 0.27}",Java OOP,medium,hard
343,Student_343,39,27,0.69,"{'Java Basics': 0.25, 'Java OOP': 0.63, 'Java Multithreading': 0.21, 'Java Exceptions': 0.63, 'Java Collections': 0.87}",Java Basics,easy,medium
344,Student_344,53,10,0.19,"{'Java Basics': 0.59, 'Java OOP': 0.64, 'Java Multithreading': 0.55, 'Java Exceptions': 0.86, 'Java Collections': 0.37}",Java Basics,easy,easy
345,Student_345,83,23,0.28,"{'Java Basics': 0.46, 'Java OOP': 0.78, 'Java Multithreading': 0.47, 'Java Exceptions': 0.3, 'Java Collections': 0.51}",Java Collections,easy,easy
346,Student_346,78,18,0.23,"{'Java Basics': 0.55, 'Java OOP': 0.82, 'Java Multithreading': 0.48, 'Java Exceptions': 0.36, 'Java Collections': 0.55}",Java Multithreading,easy,easy
347,Student_347,84,61,0.73,"{'Java Basics': 0.44, 'Java OOP': 0.4, 'Java Multithreading': 0.77, 'Java Exceptions': 0.86, 'Java Collections': 0.76}",Java Exceptions,medium,hard
348,Student_348,79,53,0.67,"{'Java Basics': 0.56, 'Java OOP': 0.32, 'Java Multithreading': 0.86, 'Java Exceptions': 0.82, 'Java Collections': 0.24}",Java Collections,easy,medium
349,Student_349,75,23,0.31,"{'Java Basics': 0.31, 'Java OOP': 0.53, 'Java Multithreading': 0.37, 'Java Exceptions': 0.54, 'Java Collections': 0.45}",Java OOP,easy,easy
350,Student_350,81,58,0.72,"{'Java Basics': 0.8, 'Java OOP': 0.57, 'Java Multithreading': 0.72, 'Java Exceptions': 0.37, 'Java Collections': 0.72}",Java Basics,medium,hard
351,Student_351,35,35,1.0,"{'Java Basics': 0.31, 'Java OOP': 0.56, 'Java Multithreading': 0.78, 'Java Exceptions': 0.32, 'Java Collections': 0.73}",Java Multithreading,medium,hard
352,Student_352,33,23,0.7,"{'Java Basics': 0.7, 'Java OOP': 0.59, 'Java Multithreading': 0.9, 'Java Exceptions': 0.4, 'Java Collections': 0.26}",Java Basics,easy,medium
353,Student_353,62,15,0.24,"{'Java Basics': 0.59, 'Java OOP': 0.75, 'Java Multithreading': 0.51, 'Java Exceptions': 0.38, 'Java Collections': 0.32}",Java OOP,easy,easy
354,Student_354,24,16,0.67,"{'Java Basics': 0.75, 'Java OOP': 0.31, 'Java Multithreading': 0.38, 'Java Exceptions': 0.46, 'Java Collections': 0.53}",Java Basics,easy,medium
355,Student_355,52,29,0.56,"{'Java Basics': 0.38, 'Java OOP': 0.4, 'Java Multithreading': 0.76, 'Java Exceptions': 0.6, 'Java Collections': 0.65}",Java Multithreading,easy,medium
356,Student_356,65,34,0.52,"{'Java Basics': 0.38, 'Java OOP': 0.65, 'Java Multithreading': 0.79, 'Java Exceptions': 0.69, 'Java Collections': 0.81}",Java OOP,easy,medium
357,Student_357,81,74,0.91,"{'Java Basics': 0.84, 'Java OOP': 0.26, 'Java Multithreading': 0.62, 'Java Exceptions': 0.42, 'Java Collections': 0.67}",Java Collections,medium,hard
358,Student_358,38,31,0.82,"{'Java Basics': 0.71, 'Java OOP': 0.7, 'Java Multithreading': 0.73, 'Java Exceptions': 0.85, 'Java Collections': 0.26}",Java Exceptions,medium,hard
359,Student_359,56,55,0.98,"{'Java Basics': 0.29, 'Java OOP': 0.42, 'Java Multithreading': 0.74, 'Java Exceptions': 0.86, 'Java Collections': 0.55}",Java OOP,medium,hard
360,Student_360,34,23,0.68,"{'Java Basics': 0.38, 'Java OOP': 0.55, 'Java Multithreading': 0.74, 'Java Exceptions': 0.83, 'Java Collections': 0.75}",Java Collections,easy,medium
361,Student_361,49,25,0.51,"{'Java Basics': 0.25, 'Java OOP': 0.83, 'Java Multithreading': 0.22, 'Java Exceptions': 0.7, 'Java Collections': 0.7}",Java Multithreading,easy,medium
362,Student_362,37,33,0.89,"{'Java Basics': 0.51, 'Java OOP': 0.26, 'Java Multithreading': 0.56, 'Java Exceptions': 0.59, 'Java Collections': 0.32}",Java Collections,medium,hard
363,Student_363,26,26,1.0,"{'Java Basics': 0.63, 'Java OOP': 0.85, 'Java Multithreading': 0.89, 'Java Exceptions': 0.74, 'Java Collections': 0.58}",Java Basics,medium,hard
364,Student_364,33,25,0.76,"{'Java Basics': 0.58, 'Java OOP': 0.62, 'Java Multithreading': 0.72, 'Java Exceptions': 0.61, 'Java Collections': 0.71}",Java Exceptions,medium,hard
365,Student_365,67,51,0.76,"{'Java Basics': 0.72, 'Java OOP': 0.85, 'Java Multithreading': 0.22, 'Java Exceptions': 0.8, 'Java Collections': 0.38}",Java Multithreading,medium,hard
366,Student_366,94,44,0.47,"{'Java Basics': 0.27, 'Java OOP': 0.85, 'Java Multithreading': 0.27, 'Java Exceptions': 0.23, 'Java Collections': 0.2}",Java Exceptions,easy,medium
367,Student_367,97,54,0.56,"{'Java Basics': 0.74, 'Java OOP': 0.74, 'Java Multithreading': 0.43, 'Java Exceptions': 0.21, 'Java Collections': 0.72}",Java Collections,easy,medium
368,Student_368,97,7,0.07,"{'Java Basics': 0.52, 'Java OOP': 0.42, 'Java Multithreading': 0.45, 'Java Exceptions': 0.62, 'Java Collections': 0.86}",Java Exceptions,easy,easy
369,Student_369,80,34,0.42,"{'Java Basics': 0.37, 'Java OOP': 0.6, 'Java Multithreading': 0.46, 'Java Exceptions': 0.59, 'Java Collections': 0.27}",Java Basics,easy,medium
370,Student_370,44,30,0.68,"{'Java Basics': 0.48, 'Java OOP': 0.89, 'Java Multithreading': 0.5, 'Java Exceptions': 0.21, 'Java Collections': 0.55}",Java Collections,easy,medium
371,Student_371,74,17,0.23,"{'Java Basics': 0.53, 'Java OOP': 0.5, 'Java Multithreading': 0.21, 'Java Exceptions': 0.48, 'Java Collections': 0.36}",Java Basics,easy,easy
372,Student_372,20,10,0.5,"{'Java Basics': 0.61, 'Java OOP': 0.72, 'Java Multithreading': 0.54, 'Java Exceptions': 0.21, 'Java Collections': 0.82}",Java Basics,easy,medium
373,Student_373,71,61,0.86,"{'Java Basics': 0.71, 'Java OOP': 0.84, 'Java Multithreading': 0.61, 'Java Exceptions': 0.25, 'Java Collections': 0.61}",Java Collections,medium,hard
374,Student_374,26,14,0.54,"{'Java Basics': 0.45, 'Java OOP': 0.25, 'Java Multithreading': 0.32, 'Java Exceptions': 0.2, 'Java Collections': 0.39}",Java Basics,easy,medium
375,Student_375,29,19,0.66,"{'Java Basics': 0.59, 'Java OOP': 0.47, 'Java Multithreading': 0.45, 'Java Exceptions': 0.65, 'Java Collections': 0.35}",Java OOP,easy,medium
376,Student_376,79,14,0.18,"{'Java Basics': 0.85, 'Java OOP': 0.61, 'Java Multithreading': 0.23, 'Java Exceptions': 0.23, 'Java Collections': 0.85}",Java Collections,easy,easy
377,Student_377,53,47,0.89,"{'Java Basics': 0.34, 'Java OOP': 0.41, 'Java Multithreading': 0.42, 'Java Exceptions': 0.54, 'Java Collections': 0.84}",Java Basics,medium,hard
378,Student_378,93,80,0.86,"{'Java Basics': 0.26, 'Java OOP': 0.34, 'Java Multithreading': 0.78, 'Java Exceptions': 0.25, 'Java Collections': 0.47}",Java Basics,medium,hard
379,Student_379,30,16,0.53,"{'Java Basics': 0.56, 'Java OOP': 0.29, 'Java Multithreading': 0.76, 'Java Exceptions': 0.84, 'Java Collections': 0.42}",Java Exceptions,easy,medium
380,Student_380,89,17,0.19,"{'Java Basics': 0.24, 'Java OOP': 0.47, 'Java Multithreading': 0.44, 'Java Exceptions': 0.84, 'Java Collections': 0.22}",Java Multithreading,easy,easy
381,Student_381,66,64,0.97,"{'Java Basics': 0.62, 'Java OOP': 0.43, 'Java Multithreading': 0.71, 'Java Exceptions': 0.26, 'Java Collections': 0.25}",Java Exceptions,medium,hard
382,Student_382,65,16,0.25,"{'Java Basics': 0.53, 'Java OOP': 0.54, 'Java Multithreading': 0.85, 'Java Exceptions': 0.37, 'Java Collections': 0.78}",Java Basics,easy,easy
383,Student_383,22,9,0.41,"{'Java Basics': 0.33, 'Java OOP': 0.76, 'Java Multithreading': 0.28, 'Java Exceptions': 0.7, 'Java Collections': 0.66}",Java Multithreading,easy,medium
384,Student_384,97,42,0.43,"{'Java Basics': 0.57, 'Java OOP': 0.87, 'Java Multithreading': 0.33, 'Java Exceptions': 0.86, 'Java Collections': 0.2}",Java Basics,easy,medium
385,Student_385,54,54,1.0,"{'Java Basics': 0.82, 'Java OOP': 0.44, 'Java Multithreading': 0.22, 'Java Exceptions': 0.31, 'Java Collections': 0.39}",Java OOP,medium,hard
386,Student_386,100,41,0.41,"{'Java Basics': 0.53, 'Java OOP': 0.23, 'Java Multithreading': 0.24, 'Java Exceptions': 0.6, 'Java Collections': 0.54}",Java Multithreading,easy,medium
387,Student_387,67,17,0.25,"{'Java Basics': 0.72, 'Java OOP': 0.24, 'Java Multithreading': 0.33, 'Java Exceptions': 0.45, 'Java Collections': 0.69}",Java Multithreading,easy,easy
388,Student_388,29,21,0.72,"{'Java Basics': 0.6, 'Java OOP': 0.27, 'Java Multithreading': 0.67, 'Java Exceptions': 0.73, 'Java Collections': 0.44}",Java Collections,medium,hard
389,Student_389,71,66,0.93,"{'Java Basics': 0.26, 'Java OOP': 0.31, 'Java Multithreading': 0.55, 'Java Exceptions': 0.74, 'Java Collections': 0.75}",Java Multithreading,medium,hard
390,Student_390,99,22,0.22,"{'Java Basics': 0.33, 'Java OOP': 0.66, 'Java Multithreading': 0.21, 'Java Exceptions': 0.26, 'Java Collections': 0.55}",Java Exceptions,easy,easy
391,Student_391,85,81,0.95,"{'Java Basics': 0.57, 'Java OOP': 0.54, 'Java Multithreading': 0.55, 'Java Exceptions': 0.8, 'Java Collections': 0.9}",Java OOP,medium,hard
392,Student_392,64,43,0.67,"{'Java Basics': 0.42, 'Java OOP': 0.38, 'Java Multithreading': 0.52, 'Java Exceptions': 0.63, 'Java Collections': 0.88}",Java OOP,easy,medium
393,Student_393,30,11,0.37,"{'Java Basics': 0.47, 'Java OOP': 0.82, 'Java Multithreading': 0.41, 'Java Exceptions': 0.41, 'Java Collections': 0.39}",Java Exceptions,easy,easy
394,Student_394,70,57,0.81,"{'Java Basics': 0.32, 'Java OOP': 0.42, 'Java Multithreading': 0.43, 'Java Exceptions': 0.5, 'Java Collections': 0.63}",Java Multithreading,medium,hard
395,Student_395,98,49,0.5,"{'Java Basics': 0.78, 'Java OOP': 0.45, 'Java Multithreading': 0.75, 'Java Exceptions': 0.48, 'Java Collections': 0.65}",Java Collections,easy,medium
396,Student_396,51,12,0.24,"{'Java Basics': 0.35, 'Java OOP': 0.21, 'Java Multithreading': 0.82, 'Java Exceptions': 0.87, 'Java Collections': 0.44}",Java OOP,easy,easy
397,Student_397,73,5,0.07,"{'Java Basics': 0.3, 'Java OOP': 0.5, 'Java Multithreading': 0.44, 'Java Exceptions': 0.56, 'Java Collections': 0.44}",Java OOP,easy,easy
398,Student_398,80,62,0.78,"{'Java Basics': 0.51, 'Java OOP': 0.63, 'Java Multithreading': 0.53, 'Java Exceptions': 0.83, 'Java Collections': 0.6}",Java Basics,medium,hard
399,Student_399,59,39,0.66,"{'Java Basics': 0.53, 'Java OOP': 0.37, 'Java Multithreading': 0.77, 'Java Exceptions': 0.89, 'Java Collections': 0.49}",Java Basics,easy,medium
400,Student_400,89,42,0.47,"{'Java Basics': 0.69, 'Java OOP': 0.49, 'Java Multithreading': 0.57, 'Java Exceptions': 0.66, 'Java Collections': 0.39}",Java OOP,easy,medium
401,Student_401,23,9,0.39,"{'Java Basics': 0.75, 'Java OOP': 0.33, 'Java Multithreading': 0.59, 'Java Exceptions': 0.33, 'Java Collections': 0.77}",Java Multithreading,easy,easy
402,Student_402,65,32,0.49,"{'Java Basics': 0.65, 'Java OOP': 0.82, 'Java Multithreading': 0.4, 'Java Exceptions': 0.42, 'Java Collections': 0.45}",Java Multithreading,easy,medium
403,Student_403,45,13,0.29,"{'Java Basics': 0.41, 'Java OOP': 0.51, 'Java Multithreading': 0.8, 'Java Exceptions': 0.4, 'Java Collections': 0.37}",Java Basics,easy,easy
404,Student_404,93,49,0.53,"{'Java Basics': 0.27, 'Java OOP': 0.77, 'Java Multithreading': 0.48, 'Java Exceptions': 0.74, 'Java Collections': 0.53}",Java Collections,easy,medium
405,Student_405,67,60,0.9,"{'Java Basics': 0.86, 'Java OOP': 0.29, 'Java Multithreading': 0.5, 'Java Exceptions': 0.8, 'Java Collections': 0.45}",Java Basics,medium,hard
406,Student_406,100,19,0.19,"{'Java Basics': 0.39, 'Java OOP': 0.78, 'Java Multithreading': 0.67, 'Java Exceptions': 0.32, 'Java Collections': 0.56}",Java Multithreading,easy,easy
407,Student_407,95,83,0.87,"{'Java Basics': 0.55, 'Java OOP': 0.34, 'Java Multithreading': 0.45, 'Java Exceptions': 0.31, 'Java Collections': 0.63}",Java OOP,medium,hard
408,Student_408,79,53,0.67,"{'Java Basics': 0.79, 'Java OOP': 0.24, 'Java Multithreading': 0.75, 'Java Exceptions': 0.71, 'Java Collections': 0.76}",Java Multithreading,easy,medium
409,Student_409,94,7,0.07,"{'Java Basics': 0.23, 'Java OOP': 0.65, 'Java Multithreading': 0.72, 'Java Exceptions': 0.22, 'Java Collections': 0.34}",Java Collections,easy,easy
410,Student_410,59,50,0.85,"{'Java Basics': 0.62, 'Java OOP': 0.57, 'Java Multithreading': 0.83, 'Java Exceptions': 0.63, 'Java Collections': 0.38}",Java Exceptions,medium,hard
411,Student_411,71,7,0.1,"{'Java Basics': 0.4, 'Java OOP': 0.61, 'Java Multithreading': 0.85, 'Java Exceptions': 0.31, 'Java Collections': 0.41}",Java Exceptions,easy,easy
412,Student_412,55,5,0.09,"{'Java Basics': 0.76, 'Java OOP': 0.57, 'Java Multithreading': 0.49, 'Java Exceptions': 0.75, 'Java Collections': 0.25}",Java Basics,easy,easy
413,Student_413,57,51,0.89,"{'Java Basics': 0.34, 'Java OOP': 0.44, 'Java Multithreading': 0.48, 'Java Exceptions': 0.55, 'Java Collections': 0.45}",Java Basics,medium,hard
414,Student_414,73,33,0.45,"{'Java Basics': 0.76, 'Java OOP': 0.43, 'Java Multithreading': 0.42, 'Java Exceptions': 0.66, 'Java Collections': 0.58}",Java Multithreading,easy,medium
415,Student_415,76,24,0.32,"{'Java Basics': 0.21, 'Java OOP': 0.79, 'Java Multithreading': 0.64, 'Java Exceptions': 0.76, 'Java Collections': 0.7}",Java Basics,easy,easy
416,Student_416,73,11,0.15,"{'Java Basics': 0.53, 'Java OOP': 0.54, 'Java Multithreading': 0.51, 'Java Exceptions': 0.27, 'Java Collections': 0.37}",Java Collections,easy,easy
417,Student_417,89,53,0.6,"{'Java Basics': 0.74, 'Java OOP': 0.2, 'Java Multithreading': 0.64, 'Java Exceptions': 0.72, 'Java Collections': 0.65}",Java OOP,easy,medium
418,Student_418,65,10,0.15,"{'Java Basics': 0.74, 'Java OOP': 0.88, 'Java Multithreading': 0.89, 'Java Exceptions': 0.71, 'Java Collections': 0.6}",Java Exceptions,easy,easy
419,Student_419,67,37,0.55,"{'Java Basics': 0.29, 'Java OOP': 0.49, 'Java Multithreading': 0.65, 'Java Exceptions': 0.22, 'Java Collections': 0.48}",Java Collections,easy,medium
420,Student_420,39,16,0.41,"{'Java Basics': 0.37, 'Java OOP': 0.4, 'Java Multithreading': 0.5, 'Java Exceptions': 0.85, 'Java Collections': 0.64}",Java Exceptions,easy,medium
421,Student_421,38,27,0.71,"{'Java Basics': 0.82, 'Java OOP': 0.21, 'Java Multithreading': 0.26, 'Java Exceptions': 0.21, 'Java Collections': 0.47}",Java Collections,medium,hard
422,Student_422,95,45,0.47,"{'Java Basics': 0.61, 'Java OOP': 0.44, 'Java Multithreading': 0.7, 'Java Exceptions': 0.47, 'Java Collections': 0.71}",Java Basics,easy,medium
